text,true,pred
thing make movie scary way portrays andre calvin relatively normal guy definitely people_NEG who_NEG want_NEG to_NEG become_NEG professional_NEG filmmaker_NEG since_NEG they_NEG goof_NEG around_NEG in_NEG front_NEG of_NEG the_NEG camera_NEG forget scripted line making video diary survivor normal life parent just think guy filming family home video researching kid attack school andre calvin learn to_NEG do_NEG and_NEG they_NEG inform_NEG (_NEG usually_NEG in_NEG a_NEG silly_NEG 'this_NEG old_NEG house_NEG '_NEG kind_NEG of_NEG way_NEG )_NEG any_NEG potential_NEG 'andres_NEG and_NEG calvin_NEG '_NEG who_NEG might_NEG be_NEG watching_NEG this_NEG video_NEG how_NEG to_NEG make_NEG bomb_NEG weapon get_NEG caught_NEG before_NEG zero_NEG day_NEG (_NEG the_NEG day_NEG of_NEG the_NEG attack_NEG )_NEG,positive,negative
following advice friend got movie fond computer general - num film identity theft internet be_NEG left_NEG unseen_NEG bad echo end so_NEG disappointed_NEG story classical kind interesting really new day released theatre gladly surprised figured contrary usually computer-performed action realistic use window num normal computer storytelling median bothering_NEG the_NEG viewer_NEG end typically american actor performance globally ok sandra bullock usually annoys oh god way behave time controlled recommend movie,positive,negative
brutally honest loved watching severed gave num num star starkly unimaginative film riot watch enjoy watching bad film order poke fun really kick severed story really doe matter_NEG involves guy bald sword go beheading random people supernatural twist see memorable scene walk jampacked night club whack girl noodle see severed doe merely_NEG look_NEG like_NEG it_NEG wa_NEG filmed_NEG on_NEG video-_NEG it_NEG wa_NEG filmed_NEG on_NEG someone_NEG 's_NEG home_NEG camcorder_NEG filmmaker knowledge lighting knowledge composition actually hold scene ca hear_NEG the_NEG actor_NEG ..._NEG you_NEG ca_NEG understand_NEG what_NEG they_NEG 're_NEG doing_NEG laugh vicitm get pumpkin detatched body rent movie support film like this- hoot hollar,negative,positive
movie too_NEG funny_NEG too_NEG horrible_NEG either_NEG just fun ride aboard soul plane black-owned flight service kick-ass disco beautiful bar pumping steward plot take idea black race_NEG or_NEG color_NEG -owned plane style black humor time great rare scene like main character us lavatory plane check lull character played soul pilot watch fun movie tom arnold add fun attitude movie watch playing poker drunk just vegging,negative,positive
opposite sorry bud completely understand dragged film relate subject film terrible main character charlie brown subtitler run money just constantly mumble laugh scene just feel awkward character gazing_NEG across_NEG to_NEG another_NEG with_NEG a_NEG look_NEG of_NEG ..._NEG it_NEG your_NEG line_NEG now_NEG react best british comedy buddy strong word bad bad self end day sun go film awful mean people involved film maybe motorbike enthusiast people live earth actual sense humour struggle smiling christmas present nan bought overly harsh apologise,positive,negative
stay alive bland horror movie video game kill people way die inside game friend play game soon figure realise defeat blood countess video game accept fate video tape ring deadly website feardotcom video game stay alive doe thing character development quite bit deeper usually horror movie really character feeling past know quite audience gain emotion film suspenseful tense unnerving moment frequently played film accompanied unsettling creepy music plenty jump jolt viewer ideal twice false scare hollywood enjoy overplaying horror film nowadays wear stay alive camera tend provide sharp angle quick flash order viewer quick glimpse demon witch try scare sudden burst screen gore obviously weak film certificate script stay alive cheesy quite laughable character tend play melodramatically confusingly come direction instance people wandering search strange noise spotted figure dark investigate computer graphic used video game segment impressive look colourful sharp working part film overall just enough_NEG to_NEG hold_NEG out_NEG on_NEG with_NEG this_NEG film_NEG stretching just minute wo be_NEG a_NEG battle_NEG to_NEG stay_NEG alive_NEG stay awake,negative,positive
horror movie based novel suffers flawed production choppy amateurish direction nonetheless strangely compelling unlike shocker horror flick exorcist movie take viewer slow relentless dip pool evil drift horror dawn audience dreamlike slowness dawn poor girl unwittingly chosen sentinel appointed task sit gate hell prevent evil erupting world fall atonement attempted suicide earlier life story true book riveting way edited lose viewer subtlety plot shaved away explained_NEG satisfactorily_NEG hurt film pity sentinel an_NEG edge-of-your-seat_NEG kind_NEG of_NEG flick_NEG watch-and-squirm uncomfortably like bad car wreck compulsion look unbearable movie all_NEG bad_NEG capacity shock cast competent christina raines captivating alison vulnerable girl spiritual attack side pawn never-ending battle good evil chris sarandon good caring ultimately self-centered boyfriend eli wallach young christopher walken detective struggling unravel bizarre puzzle handed ava gardner elegant realtor unaware horror lurking rental property gaunt elderly john carradine arthritis-twisted hand excellent dying sentinel replaced devil played charming perfection burgess meredith sweet evil future star hidden film beverly jeff goldblum friend poor girl jerry orbach playing successfully type jerky television director damned soul end portrayed actual sideshow freak geek thought twisted brilliant genius horror pervades movie bubble unexpectedly alison open door find evokes flashback father whore relives suicide attempt face pair strangely dysfunctional lesbian see cat cut cake time yanked forth reality fantasy dream waking nightmare lacking mean cope truth devil trying drive insane kill sentinel succeed summary slow-moving indescribably creepy well-acted poorly directed typical num horror film real shocker cut loose pun_NEG intended_NEG )_NEG this_NEG movie_NEG may_NEG work_NEG for_NEG those_NEG with_NEG a_NEG short_NEG attention_NEG span_NEG send chill spine provide low-key shock value remains strangely compelling entertaining dip realm evil,positive,negative
used love movie kid seeing num year later actually suck academy ahead time num offer today movie like caddyshack stripe hold-up better today steaming dogpile t_NEG &_NEG a_NEG great_NEG joke_NEG except_NEG for_NEG the_NEG one-liners_NEG we_NEG 've_NEG all_NEG heard_NEG a_NEG million_NEG time_NEG by_NEG now_NEG recently bought dvd hope gem remembered way soundtrack num - num widely-recognizable hit the_NEG smash_NEG compilation_NEG others_NEG had_NEG mentioned_NEG )_NEG and_NEG the_NEG frequent_NEG voice-overs_NEG were_NEG terrible_NEG thing interesting predicting character line said yep watched movie reason writing review cent movie forgotten sorry say,negative,positive
big fan carpenter did really_NEG enjoy_NEG this_NEG movie_NEG feel focused far anorexia did let_NEG her_NEG true_NEG personality_NEG shine_NEG through_NEG overly_NEG fond_NEG of_NEG cynthia_NEG gibb_NEG 's_NEG portrayal_NEG especially knowing decided karen anorexia suicide clearly family big_NEG on_NEG hug_NEG and_NEG kiss_NEG thought movie portrayed agnes mother terrible did scene harrowing way see mirror distort make look heavier thought metaphor so-to-speak effective family playing pool discussing divorce break richard shocked comfort feel frail body pretty moving probably wrong word overall feel needed bring bubbly quirky -- genuine personality focus film really a_NEG point_NEG that_NEG caused_NEG one_NEG to_NEG understand_NEG what_NEG would_NEG lead_NEG her_NEG to_NEG anorexia_NEG (_NEG though_NEG of_NEG course_NEG one_NEG can_NEG really_NEG know_NEG )_NEG baseless film poor-singer-with-anorexia karen carpenter story opinion assume changed husband get_NEG his_NEG permission_NEG to_NEG actually_NEG include_NEG him_NEG (_NEG there_NEG were_NEG some_NEG bad_NEG term_NEG there_NEG )_NEG aspect inaccurate change note ca recall_NEG the_NEG movie_NEG bringing_NEG out_NEG her_NEG longing_NEG for_NEG a_NEG family_NEG and_NEG kid_NEG greatly prevailed life explains whirlwind romance quick marriage husband end low-budget made-for-tv movie just very_NEG high_NEG quality_NEG and_NEG can_NEG be_NEG disappointing_NEG if_NEG you_NEG 're_NEG a_NEG hardcore_NEG fan_NEG who_NEG is_NEG hoping_NEG to_NEG see_NEG beyond_NEG karen_NEG 's_NEG disease_NEG feel legend better film tribute amazing person awesome voice,negative,positive
movie fun watch main problem movie fact go vampire myth abide like vampire walk sunlight part just make enjoy way society make movie scene vampire get stabbed scream ow hurt really stuck like scene missing used random dream sequenes really help_NEG with_NEG the_NEG plot_NEG come think really sense just got bunch friend watched twice effect come think fight scene aweful zombie just fun watch slowly write like movie know ca expect_NEG schindlers_NEG list_NEG but_NEG it_NEG a_NEG fun_NEG watch_NEG,negative,positive
